time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-12-06T11:15:36.360Z,40.2771682739258,-124.74633026123,16.9699993133545,2.25,md,5,326,0.3091,0.02,nc,nc75097526,2024-12-06T11:22:16.088Z,"39 km W of Petrolia, CA",earthquake,7.55,1.91999996,0.13,4,automatic,nc,nc
2024-12-06T11:05:14.040Z,40.3666648864746,-125.002502441406,14.2299995422363,2.81,md,20,271,0.5105,0.24,nc,nc75097521,2024-12-07T03:27:15.748Z,"61 km WNW of Petrolia, CA",earthquake,4.94,3.91000009,0.11,10,automatic,nc,nc
2024-12-06T10:53:58.300Z,40.3019981384277,-124.75,11.8800001144409,2.72,md,11,310,0.3326,0.09,nc,nc75097511,2024-12-07T03:12:14.648Z,"40 km W of Petrolia, CA",earthquake,5.43,3.06999993,0.12,10,automatic,nc,nc
2024-12-06T10:38:30.130Z,40.4075012207031,-124.715667724609,15.9899997711182,2.15,md,11,280,0.2965,0.08,nc,nc75097481,2024-12-06T10:47:16.846Z,"38 km WNW of Petrolia, CA",earthquake,2.82,1.33000004,0.09,6,automatic,nc,nc
2024-12-06T10:02:06.690Z,40.3221664428711,-124.96866607666,13.4300003051758,2.68,md,12,289,0.48,0.18,nc,nc75097466,2024-12-07T02:27:15.317Z,"58 km W of Petrolia, CA",earthquake,6.73,4.03999996,0.13,10,automatic,nc,nc
2024-12-06T10:01:02.230Z,40.3386650085449,-124.81583404541,0,3.02,md,30,256,0.3653,0.38,nc,nc75097461,2024-12-10T11:49:05.040Z,"45 km WNW of Petrolia, CA",earthquake,5.48,9.52000046,0.11,23,automatic,nc,nc
2024-12-06T09:57:30.850Z,40.3166656494141,-124.698829650879,3.76999998092651,2.12,md,9,314,0.2739,0.09,nc,nc75097456,2024-12-06T10:07:23.696Z,"35 km W of Petrolia, CA",earthquake,5.01,3.00999999,0.05,4,automatic,nc,nc
2024-12-06T09:53:03.140Z,40.2941665649414,-124.455833435059,16.4500007629395,2.81,md,24,257,0.08681,0.1,nc,nc75097446,2024-12-07T01:57:18.105Z,"15 km W of Petrolia, CA",earthquake,1.23,0.449999988,0.1,25,automatic,nc,nc
2024-12-06T09:39:15.790Z,40.348331451416,-124.967666625977,-0.0799999982118607,3.45,ml,40,269,0.4817,0.32,nc,nc75097441,2024-12-07T01:42:15.991Z,"58 km WNW of Petrolia, CA",earthquake,4.43,8.06999969,0.377,8,automatic,nc,nc
2024-12-06T09:38:47.760Z,40.3255004882812,-124.52799987793,18.7700004577637,2.38,md,8,276,0.1465,0.04,nc,nc75097436,2024-12-06T09:47:16.431Z,"21 km WNW of Petrolia, CA",earthquake,4.02,0.810000002,0.05,6,automatic,nc,nc
2024-12-06T09:31:18.270Z,40.2941665649414,-124.792663574219,3.96000003814697,2.37,md,5,304,0.3921,0.04,nc,nc75097431,2024-12-06T09:37:14.361Z,"43 km W of Petrolia, CA",earthquake,6.03,5.25,0.08,7,automatic,nc,nc
2024-12-06T09:05:19.040Z,40.2733345031738,-123.838165283203,28.7999992370605,2.86,md,38,35,0.03006,0.09,nc,nc75097416,2024-12-07T01:27:14.878Z,"17 km N of Redway, CA",earthquake,0.29,0.720000029,0.12,44,automatic,nc,nc
2024-12-06T09:04:16.440Z,40.3358345031738,-124.872329711914,8.18000030517578,2.84,md,20,292,0.4078,0.38,nc,nc75097411,2024-12-07T01:12:17.777Z,"50 km WNW of Petrolia, CA",earthquake,9.71,7.61000013,0.14,14,automatic,nc,nc
2024-12-06T08:38:46.950Z,40.3144989013672,-125.62166595459,4.86999988555908,2.84,md,9,292,0.9786,0.11,nc,nc75097396,2024-12-07T00:57:20.688Z,"113 km W of Petrolia, CA",earthquake,4.47,10.0299997,0.06,7,automatic,nc,nc
2024-12-06T08:33:46.160Z,40.3431663513184,-124.793334960938,0.280000001192093,3.05,ml,43,243,0.349,0.19,nc,nc75097391,2024-12-07T11:20:08.040Z,"43 km WNW of Petrolia, CA",earthquake,1.8,3.45000005,0.193,5,automatic,nc,nc
2024-12-06T08:28:25.800Z,40.2761650085449,-124.484336853027,15.1599998474121,2.19,md,7,305,0.1091,0.02,nc,nc75097386,2024-12-06T08:57:15.077Z,"18 km W of Petrolia, CA",earthquake,5.13,1.84000003,0.25,7,automatic,nc,nc
2024-12-06T08:06:02.800Z,40.2843322753906,-124.845336914062,6,2.39,md,4,315,0.4324,0.01,nc,nc75097356,2024-12-06T08:27:17.148Z,"48 km W of Petrolia, CA",earthquake,6.22,4.61999989,0.1,3,automatic,nc,nc
2024-12-06T08:02:34.130Z,40.3716659545898,-124.896499633789,18.0799999237061,2.8,md,31,260,0.4315,0.3,nc,nc75097346,2024-12-07T00:27:18.508Z,"52 km WNW of Petrolia, CA",earthquake,2.65,2.82999992,0.03,9,automatic,nc,nc
2024-12-06T08:01:00.980Z,40.4188346862793,-124.810501098633,-0.140000000596046,2.75,md,23,273,0.3654,0.4,nc,nc75097336,2024-12-07T11:44:45.040Z,"46 km WNW of Petrolia, CA",earthquake,4.97,9.23999977,0.12,13,automatic,nc,nc
2024-12-06T07:26:53.570Z,40.3393325805664,-124.991996765137,2.97000002861023,2.49,md,20,275,0.4992,0.23,nc,nc75097306,2024-12-06T07:37:15.570Z,"60 km WNW of Petrolia, CA",earthquake,6.05,8.02999973,0.04,6,automatic,nc,nc
2024-12-06T07:25:33.960Z,40.3548316955566,-124.717498779297,18.9099998474121,2.63,md,40,237,0.2942,0.25,nc,nc75097301,2024-12-06T23:57:16.316Z,"37 km WNW of Petrolia, CA",earthquake,2.06,0.959999979,0.15,16,automatic,nc,nc
2024-12-06T07:23:22.660Z,40.3084983825684,-124.513168334961,19.9899997711182,2.25,md,10,301,0.132,0.06,nc,nc75097291,2024-12-06T07:37:14.569Z,"19 km W of Petrolia, CA",earthquake,2.82,0.660000026,0.08,9,automatic,nc,nc
2024-12-06T07:13:39.130Z,40.341667175293,-124.744003295898,17.3400001525879,3.31,ml,57,233,0.3115,0.24,nc,nc75097281,2024-12-07T10:20:12.040Z,"39 km WNW of Petrolia, CA",earthquake,1.61,1.03999996,0.341,9,automatic,nc,nc
2024-12-06T07:06:03.040Z,40.2811660766602,-124.491500854492,21.6499996185303,2.66,md,25,264,0.1141,0.42,nc,nc75097276,2024-12-07T10:01:46.040Z,"18 km W of Petrolia, CA",earthquake,4.61,1.05999994,0.11,18,automatic,nc,nc
2024-12-06T07:01:51.070Z,40.3105,-124.706,5.98,4.15,mw,100,222,0.2788,0.26,nc,nc75097271,2024-12-07T07:06:32.765Z,"36 km W of Petrolia, CA",earthquake,0.83,0.71,,14,reviewed,nc,nc
2024-12-06T07:01:01.350Z,40.2621650695801,-124.447166442871,16.9300003051758,2.13,md,13,276,0.1382,0.13,nc,nc75097266,2024-12-06T07:07:22.185Z,"15 km WSW of Petrolia, CA",earthquake,1.95,0.920000017,0.13,5,automatic,nc,nc
2024-12-06T06:56:05.400Z,40.5006675720215,-125.12149810791,0.0900000035762787,2.6,md,21,307,0.6254,0.26,nc,nc75097261,2024-12-06T22:57:15.918Z,"73 km W of Ferndale, CA",earthquake,8.59,12.9099998,0.05,3,automatic,nc,nc
2024-12-06T06:16:11.040Z,40.1623333333333,-124.067666666667,21.67,0.88,md,13,125,0.05775,0.07,nc,nc75001798,2024-12-09T08:37:17.878Z,"15 km NNE of Shelter Cove, CA",earthquake,0.63,0.51,0.039,6,reviewed,nc,nc
2024-12-06T06:11:16.550Z,40.3953323364258,-124.674499511719,14.8699998855591,3.07,md,28,266,0.2694,0.36,nc,nc75097236,2024-12-08T06:42:16.040Z,"34 km WNW of Petrolia, CA",earthquake,5.74,2.63000011,0.07,23,automatic,nc,nc
2024-12-06T06:09:53.240Z,40.2836685180664,-124.446998596191,19.4099998474121,2.08,md,15,281,0.08001,0.09,nc,nc75097231,2024-12-06T06:27:16.512Z,"14 km W of Petrolia, CA",earthquake,1.89,0.579999983,0.07,8,automatic,nc,nc
2024-12-06T06:00:36.700Z,40.3813323974609,-125.035331726074,24.6299991607666,2.63,md,15,277,0.5451,0.22,nc,nc75097221,2024-12-06T22:27:18.798Z,"64 km WNW of Petrolia, CA",earthquake,7.76,18.1299992,0.05,5,automatic,nc,nc
2024-12-06T05:44:22.690Z,40.3493347167969,-125.087333679199,24.25,3.12,ml,32,269,0.5727,0.42,nc,nc75097206,2024-12-06T22:12:16.593Z,"68 km WNW of Petrolia, CA",earthquake,9.72,30.2700005,1.633,4,automatic,nc,nc
2024-12-06T05:36:24.420Z,40.2939987182617,-124.472503662109,19.3299999237061,1.71,md,7,304,0.1339,0.02,nc,nc75097201,2024-12-06T08:52:58.257Z,"16 km W of Petrolia, CA",earthquake,3.98,2.03999996,0.16,6,automatic,nc,nc
2024-12-06T05:20:42.050Z,40.3011665344238,-124.5,14.0299997329712,2.13,md,15,297,0.1211,0.17,nc,nc75097186,2024-12-06T08:55:21.546Z,"18 km W of Petrolia, CA",earthquake,3.22,0.959999979,0.07,11,automatic,nc,nc
2024-12-06T05:13:50.770Z,40.4548333333333,-124.549666666667,18.55,3.85,mw,58,235,0.1632,0.16,nc,nc75097181,2024-12-09T02:07:17.216Z,"27 km NW of Petrolia, CA",earthquake,0.62,0.25,,7,reviewed,nc,nc
2024-12-06T05:05:51.450Z,40.3123321533203,-124.418334960938,8.85000038146973,2.26,md,9,292,0.06265,0.08,nc,nc75097171,2024-12-06T05:27:17.477Z,"11 km W of Petrolia, CA",earthquake,2.72,0.889999986,0.25,4,automatic,nc,nc
2024-12-06T05:01:51.290Z,40.3813323974609,-124.919502258301,6.98999977111816,2.52,md,7,302,0.4567,0.09,nc,nc75097166,2024-12-06T05:27:15.549Z,"54 km WNW of Petrolia, CA",earthquake,7.22,7.46999979,0.08,8,automatic,nc,nc
2024-12-06T04:52:48.390Z,40.3451652526855,-124.982498168945,1.97000002861023,2.67,md,14,300,0.5049,0.34,nc,nc75097156,2024-12-06T21:12:16.172Z,"59 km WNW of Petrolia, CA",earthquake,12.69,16.8400002,0.09,10,automatic,nc,nc
2024-12-06T04:24:14.750Z,40.3628349304199,-125.033500671387,0.150000005960464,3.75,mw,41,266,0.5334,0.39,nc,nc75097131,2024-12-06T20:42:17.958Z,"64 km WNW of Petrolia, CA",earthquake,3.9,9.11999989,,6,reviewed,nc,nc
2024-12-06T04:08:53.540Z,40.3043327331543,-124.502998352051,18.5,2.61,md,19,268,0.1237,0.07,nc,nc75097111,2024-12-06T20:27:16.853Z,"19 km W of Petrolia, CA",earthquake,1.51,0.349999994,0.07,16,automatic,nc,nc
2024-12-06T03:59:44.740Z,40.3073348999023,-124.51000213623,14.289999961853,1.84,md,8,283,0.1732,0.08,nc,nc75097106,2024-12-06T04:17:18.086Z,"19 km W of Petrolia, CA",earthquake,3.62,2.68000007,0.18,6,automatic,nc,nc
2024-12-06T03:56:10.260Z,40.304500579834,-124.44416809082,9.92000007629395,1.88,md,13,254,0.07933,0.11,nc,nc75097096,2024-12-06T04:12:17.973Z,"14 km W of Petrolia, CA",earthquake,1.98,0.639999986,0.15,8,automatic,nc,nc
2024-12-06T03:47:39.900Z,40.2161674499512,-124.388496398926,13.1499996185303,2.41,md,4,328,0.1657,0.02,nc,nc75097091,2024-12-06T03:57:16.873Z,"15 km SW of Petrolia, CA",earthquake,7.03,1.34000003,0.07,3,automatic,nc,nc
2024-12-06T03:32:10.450Z,40.3681666666667,-124.9965,1.17,3.72,mw,105,238,0.5062,0.15,nc,nc75097086,2024-12-07T14:52:14.534Z,"60 km WNW of Petrolia, CA",earthquake,0.87,2.25,,3,reviewed,nc,nc
2024-12-06T03:22:13.730Z,40.2980003356934,-124.485000610352,11.5600004196167,2.63,md,10,311,0.1403,0.06,nc,nc75097061,2024-12-06T19:37:14.517Z,"17 km W of Petrolia, CA",earthquake,4.36,0.610000014,0.08,10,automatic,nc,nc
2024-12-06T03:21:15.170Z,40.2924995422363,-124.625999450684,15.75,2.18,md,15,286,0.2426,0.07,nc,nc75097056,2024-12-06T03:42:16.898Z,"29 km W of Petrolia, CA",earthquake,2.17,0.699999988,0.14,9,automatic,nc,nc
2024-12-06T03:14:33.990Z,40.3593333333333,-125.061333333333,-0.17,3.91,mw,78,245,0.554,0.28,nc,nc75097046,2024-12-07T14:37:17.442Z,"66 km WNW of Petrolia, CA",earthquake,1.72,4.92,,4,reviewed,nc,nc
2024-12-06T03:13:32.950Z,40.3704986572266,-124.915664672852,0.46000000834465,2.91,md,22,295,0.4535,0.36,nc,nc75097041,2024-12-06T19:07:17.301Z,"54 km WNW of Petrolia, CA",earthquake,7.03,12.1700001,0.1,11,automatic,nc,nc
2024-12-06T03:03:44.470Z,40.3154983520508,-124.41967010498,9.17000007629395,1.56,md,8,285,0.06485,0.09,nc,nc75097026,2024-12-06T03:22:19.622Z,"11 km W of Petrolia, CA",earthquake,2.34,0.810000002,0.08,5,automatic,nc,nc
2024-12-06T02:55:22.370Z,40.2975006103516,-124.686836242676,10.1099996566772,2.31,md,10,295,0.3207,0.09,nc,nc75097016,2024-12-06T03:07:15.535Z,"34 km W of Petrolia, CA",earthquake,3.56,2.3900001,0.2,9,automatic,nc,nc
2024-12-06T02:39:54.050Z,40.265998840332,-124.611831665039,4.3899998664856,2.83,md,11,283,0.2417,0.11,nc,nc75096996,2024-12-06T18:37:19.096Z,"28 km W of Petrolia, CA",earthquake,4.88,3.72000003,0.04,11,automatic,nc,nc
2024-12-06T02:32:18.280Z,40.3043327331543,-124.513832092285,5.76999998092651,2.45,md,14,270,0.1577,0.13,nc,nc75096991,2024-12-06T02:46:31.483Z,"20 km W of Petrolia, CA",earthquake,2.16,1.11000001,0.11,13,automatic,nc,nc
2024-12-06T02:27:11.820Z,40.2976684570312,-124.719665527344,9.71000003814697,2.48,md,13,298,0.2886,0.21,nc,nc75096986,2024-12-06T02:32:18.390Z,"37 km W of Petrolia, CA",earthquake,5.8,2.80999994,0.09,8,automatic,nc,nc
2024-12-06T02:18:44.290Z,40.343334197998,-124.914497375488,16.6299991607666,2.64,ml,30,281,0.4407,0.27,nc,nc75096971,2024-12-06T18:22:16.995Z,"53 km WNW of Petrolia, CA",earthquake,5.42,2.82999992,1.892,4,automatic,nc,nc
2024-12-06T02:17:58.350Z,40.3959999084473,-124.547836303711,14.6300001144409,2.32,md,9,297,0.1755,0.02,nc,nc75096976,2024-12-06T02:27:15.274Z,"24 km WNW of Petrolia, CA",earthquake,2.1,0.629999995,0.25,7,automatic,nc,nc
2024-12-06T02:08:10.840Z,40.3311653137207,-124.573501586914,10.6700000762939,2.12,md,6,336,0.1817,0.01,nc,nc75096961,2024-12-06T02:17:16.205Z,"24 km WNW of Petrolia, CA",earthquake,3.33,0.949999988,0.06,5,automatic,nc,nc
2024-12-06T02:00:42.030Z,40.2113342285156,-124.364166259766,15.0500001907349,2.25,md,5,317,0.07877,0.06,nc,nc75096956,2024-12-06T02:07:16.126Z,"14 km SW of Petrolia, CA",earthquake,8.01,1.96000004,0.02,5,automatic,nc,nc
2024-12-06T01:51:58.640Z,40.3228340148926,-124.589332580566,10.1999998092651,2.24,md,7,294,0.2455,0.03,nc,nc75096951,2024-12-06T02:07:15.188Z,"26 km W of Petrolia, CA",earthquake,5.24,2.47000003,0.13,3,automatic,nc,nc
2024-12-06T01:47:53.180Z,40.3568344116211,-124.512664794922,15.3400001525879,2.4,md,11,313,0.1456,0.07,nc,nc75096941,2024-12-06T01:57:16.052Z,"20 km WNW of Petrolia, CA",earthquake,4.88,0.730000019,0.12,8,automatic,nc,nc
2024-12-06T01:44:32.440Z,40.3706665039062,-125.048164367676,17.1700000762939,3.12,ml,52,249,0.5456,0.29,nc,nc75096931,2024-12-06T22:33:53.040Z,"65 km WNW of Petrolia, CA",earthquake,2.89,20.9599991,0.469,5,automatic,nc,nc
2024-12-06T01:32:58.870Z,40.2620010375977,-124.449836730957,19,2.27,md,8,291,0.0862,0.04,nc,nc75096916,2024-12-06T01:42:16.142Z,"16 km WSW of Petrolia, CA",earthquake,3.97,0.660000026,0.1,7,automatic,nc,nc
2024-12-06T01:25:21.600Z,40.3375015258789,-124.625999450684,9.73999977111816,2.94,md,28,277,0.2222,0.32,nc,nc75096906,2024-12-06T17:22:16.566Z,"29 km WNW of Petrolia, CA",earthquake,4.46,2.41000009,0.12,19,automatic,nc,nc
2024-12-06T01:20:58.610Z,40.372501373291,-124.6943359375,0.469999998807907,3.01,md,32,262,0.2817,0.7,nc,nc75096901,2024-12-06T17:07:16.458Z,"35 km WNW of Petrolia, CA",earthquake,10,16.6800003,0.06,22,automatic,nc,nc
2024-12-06T01:00:43.830Z,40.316333770752,-124.602333068848,20.1499996185303,2.66,md,25,279,0.2006,0.15,nc,nc75096876,2024-12-06T16:22:17.140Z,"27 km W of Petrolia, CA",earthquake,2.4,0.5,0.05,13,automatic,nc,nc
2024-12-06T00:53:58.020Z,40.2270011901855,-124.835670471191,1.28999996185303,2.21,md,10,315,0.3823,0.17,nc,nc75096866,2024-12-06T01:07:21.681Z,"48 km W of Petrolia, CA",earthquake,7.5,9.53999996,0.05,8,automatic,nc,nc
2024-12-06T00:46:29.610Z,40.3160018920898,-124.511833190918,13.8699998855591,2.33,md,15,278,0.1323,0.09,nc,nc75096856,2024-12-06T01:07:20.682Z,"19 km W of Petrolia, CA",earthquake,2.24,0.660000026,0.09,13,automatic,nc,nc
2024-12-06T00:44:03.310Z,40.2630004882812,-125.018333435059,5.59000015258789,2.41,md,6,323,0.5415,0.04,nc,nc75096851,2024-12-06T01:07:19.681Z,"63 km W of Petrolia, CA",earthquake,6.65,4.9000001,0.09,6,automatic,nc,nc
2024-12-06T00:41:08.580Z,40.2836685180664,-124.492332458496,12.5600004196167,1.87,md,11,264,0.1146,0.13,nc,nc75096846,2024-12-06T01:07:18.771Z,"18 km W of Petrolia, CA",earthquake,3.47,0.959999979,0.07,5,automatic,nc,nc
2024-12-06T00:32:51.970Z,40.3154983520508,-124.434501647949,8.21000003814697,1.69,md,9,262,0.07531,0.08,nc,nc75096836,2024-12-06T00:52:16.591Z,"13 km W of Petrolia, CA",earthquake,1.99,1.02999997,0.15,6,automatic,nc,nc
2024-12-06T00:25:39.660Z,40.2869987487793,-124.814002990723,13.8500003814697,2.57,md,8,316,0.3835,0.07,nc,nc75096821,2024-12-06T01:13:36.173Z,"45 km W of Petrolia, CA",earthquake,6.01,2.73000002,0.15,6,automatic,nc,nc
2024-12-06T00:24:00.010Z,40.2473335266113,-124.762496948242,1.11000001430511,2.45,md,11,314,0.3559,0.16,nc,nc75096811,2024-12-06T00:42:15.634Z,"41 km W of Petrolia, CA",earthquake,7.27,9.77000046,0.09,8,automatic,nc,nc
2024-12-06T00:19:50.050Z,40.3074989318848,-124.538497924805,15.4300003051758,2.4,md,12,275,0.151,0.08,nc,nc75096796,2024-12-06T01:05:23.682Z,"22 km W of Petrolia, CA",earthquake,3.06,0.779999971,0.1,11,automatic,nc,nc
2024-12-06T00:13:15.810Z,40.230167388916,-124.757667541504,9.40999984741211,2.8,md,14,289,0.3584,0.13,nc,nc75096791,2024-12-10T16:32:20.421Z,"41 km W of Petrolia, CA",earthquake,3.93,2.69000006,0.12,9,automatic,nc,nc
2024-12-06T00:10:23.000Z,40.2826652526855,-124.778999328613,-0.280000001192093,2.89,md,18,280,0.3339,0.3,nc,nc75096786,2024-12-10T16:31:07.815Z,"42 km W of Petrolia, CA",earthquake,3.34,5.96999979,0.11,14,automatic,nc,nc
2024-12-05T23:53:28.350Z,40.1809997558594,-124.292335510254,8.97999954223633,1.94,md,7,212,0.08961,0.01,nc,nc75096761,2024-12-06T00:22:19.479Z,"16 km SSW of Petrolia, CA",earthquake,1.76,0.639999986,0.02,3,automatic,nc,nc
2024-12-05T23:44:48.440Z,40.4514999389648,-125.048835754395,0.300000011920929,3.24,md,29,275,0.5433,0.49,nc,nc75096746,2024-12-06T14:52:17.496Z,"66 km WNW of Petrolia, CA",earthquake,6.62,16.4599991,0.12,16,automatic,nc,nc
2024-12-05T23:33:23.090Z,40.4068336486816,-125.156669616699,0.0299999993294477,3.11,ml,37,283,0.629,0.27,nc,nc75096721,2024-12-06T14:22:19.284Z,"74 km WNW of Petrolia, CA",earthquake,5.31,10.1099997,0.199,6,automatic,nc,nc
2024-12-05T23:31:24.140Z,40.4943351745605,-125.008331298828,0.209999993443489,3.37,md,25,306,0.512,0.21,nc,nc75096711,2024-12-06T13:52:17.082Z,"64 km W of Ferndale, CA",earthquake,7.59,10.4799995,0.29,15,automatic,nc,nc
2024-12-05T23:26:57.220Z,40.4031677246094,-125.004997253418,10.1199998855591,2.73,md,13,300,0.5146,0.13,nc,nc75096706,2024-12-06T13:37:15.980Z,"62 km WNW of Petrolia, CA",earthquake,5.5,4.3499999,0.1,13,automatic,nc,nc
2024-12-05T23:17:37.010Z,40.379,-124.996,10,4.17,mw,133,228,0.5076,0.24,nc,nc75096691,2024-12-08T23:37:14.208Z,"61 km WNW of Petrolia, CA",earthquake,0.69,31.61,,8,reviewed,nc,nc
2024-12-05T23:16:23.630Z,40.3906666666667,-124.921333333333,13.8,3.39,ml,81,242,0.4537,0.24,nc,nc75096681,2024-12-07T22:22:15.622Z,"54 km WNW of Petrolia, CA",earthquake,0.75,1.83,0.202,59,reviewed,nc,nc
2024-12-05T23:16:08.000Z,40.2241,-126.1616,8,4,mw,17,,,,ew,ew1733440590,2024-12-10T23:26:14.674Z,"165 km WSW of Ferndale, California",earthquake,7.307,5,0.2,17,automatic,ew,ew
2024-12-05T23:16:06.090Z,40.3129997253418,-124.404335021973,8.53999996185303,1.55,md,11,252,0.05321,0.07,nc,nc75096676,2024-12-06T01:13:15.023Z,"10 km W of Petrolia, CA",earthquake,1.32,0.639999986,0.1,6,automatic,nc,nc
2024-12-05T23:13:51.500Z,40.4871673583984,-124.699996948242,4.90000009536743,3.15,ml,15,301,0.6075,0.16,nc,nc75096661,2024-12-06T12:37:15.571Z,"38 km W of Ferndale, CA",earthquake,7.44,7.30000019,0.367,8,automatic,nc,nc
2024-12-05T23:13:41.060Z,40.3293342590332,-124.865333557129,0.829999983310699,3.26,ml,33,258,0.4018,0.36,nc,nc75096666,2024-12-06T12:52:16.669Z,"49 km WNW of Petrolia, CA",earthquake,3.8,7.07000017,0.362,8,automatic,nc,nc
2024-12-05T23:12:35.760Z,40.2911682128906,-124.485168457031,19.7399997711182,2.09,md,7,307,0.2448,0.06,nc,nc75096656,2024-12-05T23:22:14.984Z,"17 km W of Petrolia, CA",earthquake,5.18,1.27999997,0.01,2,automatic,nc,nc
2024-12-05T23:07:21.570Z,40.300666809082,-124.326332092285,14.7799997329712,1.87,md,9,136,0.01743,0.03,nc,nc75096646,2024-12-05T23:22:13.985Z,"4 km WSW of Petrolia, CA",earthquake,1.35,1.94000006,0.22,5,automatic,nc,nc
2024-12-05T23:06:48.700Z,40.3636665344238,-124.925498962402,0,2.93,md,36,267,0.4519,0.35,nc,nc75096651,2024-12-06T12:22:14.484Z,"54 km WNW of Petrolia, CA",earthquake,4.28,7.46000004,0.09,16,automatic,nc,nc
2024-12-05T23:05:14.110Z,40.2864990234375,-124.464332580566,6.40999984741211,2.36,md,16,259,0.09315,0.08,nc,nc75096641,2024-12-05T23:17:19.951Z,"16 km W of Petrolia, CA",earthquake,1.6,0.649999976,0.1,9,automatic,nc,nc
2024-12-05T23:04:31.290Z,40.3230018615723,-124.799499511719,16.9599990844727,3.61,md,17,312,0.3511,0.27,nc,nc75096636,2024-12-06T16:10:07.296Z,"44 km W of Petrolia, CA",earthquake,12.11,3.78999996,0.1,12,reviewed,nc,nc
2024-12-05T23:01:30.830Z,40.2944984436035,-124.508834838867,19.7399997711182,2.74,md,22,267,0.1273,0.08,nc,nc75096626,2024-12-06T11:52:16.287Z,"19 km W of Petrolia, CA",earthquake,1.36,0.289999992,0.1,18,automatic,nc,nc
2024-12-05T22:59:14.320Z,40.4073333740234,-125.039497375488,9.85000038146973,2.94,md,28,284,0.5457,0.21,nc,nc75096616,2024-12-06T11:22:14.087Z,"65 km WNW of Petrolia, CA",earthquake,4.94,4.32000017,0.04,9,automatic,nc,nc
2024-12-05T22:57:21.930Z,40.3240013122559,-124.553665161133,11.6800003051758,2.13,md,11,307,0.1653,0.05,nc,nc75096611,2024-12-05T23:17:15.951Z,"23 km W of Petrolia, CA",earthquake,2.68,0.540000021,0.07,5,automatic,nc,nc
2024-12-05T22:55:55.780Z,40.3699989318848,-125.144332885742,2.00999999046326,2.86,md,56,249,0.6183,0.23,nc,nc75096606,2024-12-06T11:07:17.983Z,"73 km WNW of Petrolia, CA",earthquake,1.78,5.11999989,0.15,13,automatic,nc,nc
2024-12-05T22:48:39.470Z,40.2573318481445,-124.64616394043,0.860000014305115,2.87,ml,17,276,0.2343,0.41,nc,nc75096586,2024-12-06T10:37:14.783Z,"32 km W of Petrolia, CA",earthquake,11.52,20.0699997,1.749,5,automatic,nc,nc
2024-12-05T22:45:13.970Z,40.3696666666667,-125.019,0.02,3.48,ml,107,235,0.5234,0.19,nc,nc75096581,2024-12-07T12:17:17.490Z,"62 km WNW of Petrolia, CA",earthquake,0.71,2.5,0.178,67,reviewed,nc,nc
2024-12-05T22:41:23.200Z,40.3185005187988,-124.721168518066,17.3500003814697,3.3,ml,47,232,0.2911,0.21,nc,nc75096576,2024-12-06T10:07:21.707Z,"37 km W of Petrolia, CA",earthquake,1.44,0.850000024,0.267,8,automatic,nc,nc
2024-12-05T22:37:58.340Z,40.2508316040039,-124.498832702637,12.289999961853,1.89,md,5,318,0.1253,0.08,nc,nc75096566,2024-12-06T01:14:22.825Z,"20 km WSW of Petrolia, CA",earthquake,5.58,1.79999995,0.08,4,automatic,nc,nc
2024-12-05T22:27:11.070Z,40.2401657104492,-124.43383026123,13.1199998855591,2.95,md,13,286,0.08485,0.22,nc,nc75096541,2024-12-06T09:47:18.432Z,"16 km WSW of Petrolia, CA",earthquake,2.52,1.00999999,0.05,14,automatic,nc,nc
2024-12-05T22:22:55.410Z,40.3139991760254,-124.491996765137,10.9099998474121,2.53,md,14,266,0.1171,0.09,nc,nc75096536,2024-12-05T22:32:20.640Z,"18 km W of Petrolia, CA",earthquake,1.87,0.620000005,0.1,11,automatic,nc,nc
2024-12-05T22:20:58.240Z,40.3666648864746,-124.817832946777,10.5699996948242,2.48,md,18,299,0.3716,0.33,nc,nc75096526,2024-12-05T22:32:20.760Z,"45 km WNW of Petrolia, CA",earthquake,9.04,5.94999981,0.07,10,automatic,nc,nc
2024-12-05T22:19:28.970Z,40.3286666870117,-124.466835021973,12.1899995803833,1.72,md,9,262,0.1032,0.02,nc,nc75096521,2024-12-05T22:21:06.493Z,"15 km WNW of Petrolia, CA",earthquake,1.85,0.769999981,0.12,5,automatic,nc,nc
2024-12-05T22:14:54.420Z,40.2874984741211,-124.511833190918,18.2199993133545,2.59,md,13,269,0.1295,0.09,nc,nc75096506,2024-12-05T22:32:19.640Z,"20 km W of Petrolia, CA",earthquake,1.88,0.639999986,0.14,11,automatic,nc,nc
2024-12-05T22:10:50.850Z,40.2558326721191,-124.399002075195,9.5600004196167,2.27,md,9,293,0.1755,0.16,nc,nc75096496,2024-12-06T01:14:42.575Z,"12 km WSW of Petrolia, CA",earthquake,10.22,1.79999995,0.08,7,automatic,nc,nc
2024-12-05T22:06:10.930Z,40.3651657104492,-125.023498535156,0.150000005960464,3.24,ml,82,245,0.5262,0.25,nc,nc75096486,2024-12-06T09:32:15.335Z,"63 km WNW of Petrolia, CA",earthquake,1.27,3.86999989,0.23,6,automatic,nc,nc
